date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:59:04	252580/252580	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2019:57:01%20GMT	https://fso-jib.com/	C:/My%20Web%20Sites/Giveaway/apps/index.html	(from )
09:59:05	70/70	---M-Z	200	added ('OK')	text/plain	date:Tue,%2011%20Jan%202022%2003:59:24%20GMT	https://fso-jib.com/robots.txt		(from )
09:59:05	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2011%20Jan%202022%2003:59:24%20GMT	https://fso-jib.com/xmlrpc.php	C:/My%20Web%20Sites/Giveaway/apps/xmlrpc.php	(from https://fso-jib.com/)
09:59:06	80574/80574	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jul%202021%2017:57:32%20GMT	https://fso-jib.com/wp-includes/css/dist/block-library/style.min.css?ver=5.8.3	C:/My%20Web%20Sites/Giveaway/apps/wp-includes/css/dist/block-library/style.minc8d8.css	(from https://fso-jib.com/)
09:59:07	708/708	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2011%20Jan%202022%2003:59:26%20GMT	https://fso-jib.com/comments/feed/	C:/My%20Web%20Sites/Giveaway/apps/comments/feed/index.html	(from https://fso-jib.com/)
09:59:08	63340/63340	---M-Z	200	added ('OK')	text/css	date:Fri,%2030%20Jul%202021%2017:09:44%20GMT	../wp-content/themes/clean-grid/style.css	C:/My%20Web%20Sites/Giveaway/apps/wp-content/themes/clean-grid/style.css	(from https://fso-jib.com/)
09:59:08	31000/31000	---M-Z	200	added ('OK')	text/css	date:Fri,%2030%20Jul%202021%2017:09:44%20GMT	../wp-content/themes/clean-grid/assets/css/font-awesome.min.css	C:/My%20Web%20Sites/Giveaway/apps/wp-content/themes/clean-grid/assets/css/font-awesome.min.css	(from https://fso-jib.com/)
09:59:09	918736/918736	---MCZ	200	added ('OK')	application/rss+xml	date:Sat,%2008%20Jan%202022%2014:26:05%20GMT	https://fso-jib.com/feed/	C:/My%20Web%20Sites/Giveaway/apps/feed/index.html	(from https://fso-jib.com/)
09:59:09	87654/87654	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2017:57:33%20GMT	https://fso-jib.com/wp-includes/js/plupload/moxie.min.js?ver=1.3.5	C:/My%20Web%20Sites/Giveaway/apps/wp-includes/js/plupload/moxie.mine34c.js	(from https://fso-jib.com/)
09:59:09	15612/15612	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Jan%202021%2000:05:18%20GMT	https://fso-jib.com/wp-includes/js/plupload/plupload.min.js?ver=2.1.9	C:/My%20Web%20Sites/Giveaway/apps/wp-includes/js/plupload/plupload.min6c17.js	(from https://fso-jib.com/)
09:59:09	967614/967614	---M-Z	200	added ('OK')	text/css	date:Thu,%2015%20Apr%202021%2006:11:36%20GMT	../wp-content/plugins/thrive-visual-editor/editor/css/thrive_flat.css?ver=2.6.9	C:/My%20Web%20Sites/Giveaway/apps/wp-content/plugins/thrive-visual-editor/editor/css/thrive_flata19e.css	(from https://fso-jib.com/)
09:59:09	89521/89521	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Jul%202021%2017:57:33%20GMT	https://fso-jib.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/Giveaway/apps/wp-includes/js/jquery/jquery.minaf6c.js	(from https://fso-jib.com/)
09:59:09	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2019:36:06%20GMT	https://fso-jib.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Giveaway/apps/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://fso-jib.com/)
09:59:10	774/774	---M-Z	200	added ('OK')	text/xml	date:Tue,%2011%20Jan%202022%2003:59:29%20GMT	https://fso-jib.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Giveaway/apps/xmlrpc0db0.php	(from https://fso-jib.com/)
09:59:10	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Tue,%2011%20Jan%202022%2003:59:29%20GMT	https://fso-jib.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Giveaway/apps/wp-includes/wlwmanifest.xml	(from https://fso-jib.com/)
09:59:11	3022/3022	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Jul%202021%2017:09:44%20GMT	../wp-content/themes/clean-grid/assets/images/background.png	C:/My%20Web%20Sites/Giveaway/apps/wp-content/themes/clean-grid/assets/images/background.png	(from https://fso-jib.com/)
09:59:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Jan%202022%2003:59:30%20GMT	https://fso-jib.com/cash-app-rewards/	C:/My%20Web%20Sites/Giveaway/apps/cash-app-rewards/index.html	(from https://fso-jib.com/)
09:59:12	160714/160714	---MC-	200	added ('OK')	application/json	date:Tue,%2011%20Jan%202022%2003:59:29%20GMT	https://fso-jib.com/wp-json/	C:/My%20Web%20Sites/Giveaway/apps/wp-json/index.html	(from https://fso-jib.com/)
09:59:12	40190/40190	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2017:56:35%20GMT	https://fso-jib.com/privacy/	C:/My%20Web%20Sites/Giveaway/apps/privacy/index.html	(from https://fso-jib.com/)
09:59:13	22946/22946	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2023:16:21%20GMT	https://fso-jib.com/contact/	C:/My%20Web%20Sites/Giveaway/apps/contact/index.html	(from https://fso-jib.com/)
09:59:13	82222/82222	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jan%202022%2007:10:45%20GMT	../wp-content/uploads/2021/10/google-480x350.png	C:/My%20Web%20Sites/Giveaway/apps/wp-content/uploads/2021/10/google-480x350.png	(from https://fso-jib.com/)
09:59:13	172635/172635	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2018:40:07%20GMT	../wp-content/uploads/2021/10/fort-nite-480x350.png	C:/My%20Web%20Sites/Giveaway/apps/wp-content/uploads/2021/10/fort-nite-480x350.png	(from https://fso-jib.com/)
09:59:13	67643/67643	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2019:57:05%20GMT	https://fso-jib.com/free-google-play-gift-card/	C:/My%20Web%20Sites/Giveaway/apps/free-google-play-gift-card/index.html	(from https://fso-jib.com/)
09:59:13	11416/11416	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jan%202022%2003:59:32%20GMT	https://fso-jib.com/fortnite/	C:/My%20Web%20Sites/Giveaway/apps/fortnite/index.html	(from https://fso-jib.com/)
09:59:14	34835/34835	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2019:57:02%20GMT	https://fso-jib.com/league-of-legends/	C:/My%20Web%20Sites/Giveaway/apps/league-of-legends/index.html	(from https://fso-jib.com/)
09:59:14	148489/148489	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jan%202022%2014:25:16%20GMT	../wp-content/uploads/2021/10/Google-1-480x350.png	C:/My%20Web%20Sites/Giveaway/apps/wp-content/uploads/2021/10/Google-1-480x350.png	(from https://fso-jib.com/)
09:59:14	44940/44940	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2019:57:09%20GMT	https://fso-jib.com/how-to-get-free-paypal-money/	C:/My%20Web%20Sites/Giveaway/apps/how-to-get-free-paypal-money/index.html	(from https://fso-jib.com/)
09:59:14	147277/147277	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jan%202022%2007:11:06%20GMT	../wp-content/uploads/2021/10/paypal-gift-paypal-480x350.png	C:/My%20Web%20Sites/Giveaway/apps/wp-content/uploads/2021/10/paypal-gift-paypal-480x350.png	(from https://fso-jib.com/)
09:59:14	77915/77915	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2019:57:04%20GMT	https://fso-jib.com/free-amazon-gift-card/	C:/My%20Web%20Sites/Giveaway/apps/free-amazon-gift-card/index.html	(from https://fso-jib.com/)
09:59:15	80954/80954	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2009:04:13%20GMT	../wp-content/uploads/2021/09/Untitled-1-1-480x350.png	C:/My%20Web%20Sites/Giveaway/apps/wp-content/uploads/2021/09/Untitled-1-1-480x350.png	(from https://fso-jib.com/)
09:59:15	35520/35520	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Jan%202022%2019:57:08%20GMT	https://fso-jib.com/cash-app/	C:/My%20Web%20Sites/Giveaway/apps/cash-app/index.html	(from https://fso-jib.com/)
